date,headline,sentiment
2012-03-19,"Zacks' Voice of the People highlights opportunities with Apple, Home Depot, Pacific Sunwear and Chico's FAS - Press Releases",1
2010-06-22,Cramer's 'Mad Money' Recap: Apple's So Deliciously Cheap (Final),1
2010-06-22,Cramer's 'Mad Money' Recap: Apple's So Deliciously Cheap (Update 2),1
2019-09-08,"Apple, IPOs And German Auto (Stocks To Watch Podcast)",0
2019-09-07,"Stocks To Watch: Apple, IPOs And German Auto",0
2018-10-09,How Do You Like Them Apples?,0
2020-05-04,"David Carlson's Elfun Trusts Cuts Visa, Apple, Microsoft",0
2020-05-04,"Elfun Trust Cuts Visa, Apple, Microsoft",0
2019-07-28,"Headliners Include Apple, Beyond Meat And IBM (Stocks To Watch Podcast)",0
2019-07-27,"Stocks To Watch: Headliners Include Apple, Beyond Meat And IBM",0
2019-06-13,"Apple deal forces Comcast, Charter to sell thousands of devices - CNBC",0
2016-11-18,"Apple iPhone 7 In Short Supply In U.S., China; Plus Models Scarce",0
2016-09-19,"Best Apple iPhone 7 Deals: China Unicom Joins T-Mobile, Sprint",0
2016-07-05,Why I Remain Bullish On Apple In China,1
2015-05-01,China Mobile Is A Game Changer For Apple,1
2015-02-19,Three Factors That Will Fuel Apple's Success Run In 2015,1
2015-01-26,"Asia Smartphone Growth Seen Slowing, Affecting Apple",-1
2014-12-24,Analysts are Bullish on Apple Heading into 2015,1
2014-10-03,"Apple, Samsung Rivalry Heat Up China Smartphone War - Analyst Blog",0
2014-09-30,Apple (AAPL) Set to Launch iPhones in China on Oct 17 - Analyst Blog,0
2014-09-29,China Gov't OKs Apple iPhone 6 Sale In China,1
2014-01-17,"With no more carriers to conquer, Apple's Tim Cook wept",0
2014-01-11,Apple Sees Good Times Ahead In China,1
2013-12-30,Initial Apple iPhone orders on China Mobile underwhelming,-1
2013-12-05,"Apple rises on China Mobile talk, Icahn proposal",0
2013-12-04,Apple Signs iPhone Deal With China Mobile: Report,0
2013-11-11,China Mobile Impact On Apple Seen Delayed Until 2014,-1
2013-08-15,China Mobile Stock Slips Amid More Apple Talk,-1
2013-01-10,Apple CEO Tim Cook,0
2013-01-10,Apple and China Mobile: A Match Made in Heaven?,0
2013-01-10,Apple and China Mobile: A Match Made in Heaven?,0
2013-01-09,Apple Needs to Step on the Gas in China: Opinion,0
2013-01-03,Apple's China Syndrome,0
2013-01-03,Apple's China Syndrome,0
2012-12-11,"Apple Stock Rises On iPhone 5, iTV Speculation",1
2012-12-04,"Facebook, Qualcomm, Apple: Tech Premarket",0
2012-12-04,"Facebook, Qualcomm, Apple: Tech Premarket",0
2012-11-30,"Apple iPhone 5, New iPads Set For China Debut",0
2012-11-30,Apple: Bull in a China Shop (Update 1),0
2012-11-30,Apple: Bull in a China Shop (Update 1),0
2012-11-29,Apple: Bull in a China Shop,0
2012-11-29,Apple: Bull in a China Shop,0
2012-11-09,"Apple iPhone 5 Supply Ramping, Ready For China",1
2012-10-10,Apple IPhone 5 China Launch Expected This Month,0
2012-10-05,"Apple's iPhone Pricing Key For China Gains, Says RBC",0
2012-09-14,"Apple, China Mobile Not Near iPhone 5 Deal?",0
2012-06-20,"Apple Roundup: Liquidmetal, Lawsuits, China",0
2012-06-20,"Apple Roundup: Liquidmetal, Lawsuits, China",0
2012-06-11,"Stocks to Watch: Apple, GE (Update 1)",0
2012-05-24,"The Zacks Analyst Blog Highlights: China Unicom, Apple, China Telecom, China Mobile and Molson Coors Brewing - Press Releases",0
2012-05-18,"The Zacks Analyst Blog Highlights: Apple, China Mobile, China Unicom, China Telecom and Google - Press Releases",0
2012-04-03,"The Zacks Analyst Blog Highlights: Nokia, China Telecom, China Mobile, China Unicom and Apple - Press Releases",0
2012-03-21,"The Zacks Analyst Blog Highlights: Citigroup, HDFC Bank, China Unicom, Research In Motion and Apple - Press Releases",0
2012-03-14,Corporate iPad Demand Said Driving Apple Stock,1
2012-02-27,"The Zacks Analyst Blog Highlights: China Unicom, Research In Motion, Apple, China Mobile and China Telecom - Press Releases",0
2012-02-21,How Many iPhones Can Apple Sell in China? (Update 1),0
2012-02-21,How Many iPhones Can Apple Sell in China?,0
2011-12-01,"Apple Should Get Lift In China With iPhone 4S, LTE",1
2010-03-25,"Must-See Charts: Apple, GE, China Unicom",0
2020-05-14,"Crake Asset Management LLP Buys Cigna Corp, Facebook Inc, Apple Inc, Sells United Airlines ...",0
2020-02-17,"Lumina Fund Management LLC Buys Boeing Co, McDonald's Corp, ViacomCBS Inc, Sells Apple Inc, ...",0
2020-02-13,"Thinking about trading options or stock in Apple, Ambarella, Alibaba, Cigna, or Microsoft?",0
2019-07-30,"Bnp Paribas Arbitrage, Sa Buys SPDR S&P 5……, Apple Inc, Alibaba Group Holding, Sells ...",0
2019-07-28,"Headliners Include Apple, Beyond Meat And IBM (Stocks To Watch Podcast)",0
2019-07-27,"Stocks To Watch: Headliners Include Apple, Beyond Meat And IBM",0
2018-11-04,Dow Jones Futures: Apple's Dive Teaches These 3 Lessons About Buying Stocks,0
2018-10-12,"Centene: This Fortune 500 Insurer Beats Apple, Amazon In Key Metric",1
2018-05-15,"Glenview added Express Scripts, exited Apple in Q1",0
2017-11-09,"Top Stock Reports for Apple, Facebook & MetLife",0
2017-08-03,"Apple, Suppliers, Jobs Report Headline Investing Action Plan For Friday",0
2017-03-15,"If Apple Is Serious About The Car, It Should Buy GM (And A Health Insurance Company Too)",0
2017-02-17,"Week In Review: Dow Keeps Rising As Apple Hits High, Verizon Unlimited, Kraft Eyes Unilever",0
2017-02-16,"Partner Investment Management, L.P. Buys Anthem, Cigna, AbbVie, Sells Apple, Baxter ...",0
2017-02-15,"Warren Buffett Reveals New Picks - Apple, Airlines, And Arb",0
2017-01-12,Wall Street Breakfast: Apple Sets Its Sights On Hollywood,0
2016-10-25,Wall Street Breakfast: Apple Earnings Take Center Stage,0
2016-05-26,Apple's Next Moves? Hints From M&A Talks,0
2016-05-13,"Week In Review: Apple, Macy's, Walt Disney Signal Consumer Slowdown",-1
2015-09-22,"Apple Gets Bullish Call; Nike, Amgen PTs Raised",1
2015-05-22,"Yellen: Fed On Track To Raise Rates; Apple, Brocade Approach Buy Points",1
2013-09-17,"Nasdaq Holds High Ground As Safeway, Apple, U.S. Steel Jump",1
2011-08-05,"AIG, Kraft, GM, Apple: New Targets, Estimates",0
2010-08-26,'Mad Money Lightning Round': Apple Tastes Good,1
2020-01-23,"Executive Wealth Management, LLC Buys iShares Core S&P Small-Cap ETF, Apple Inc, Vanguard ...",0
2012-02-10,Stocks Fall But Apple Climbs Despite Weak U.S. Data,1
2012-02-10,Stocks Down At Midday But Apple Hits Another High,-1
2019-09-10,"Bonds, Apple Event, Uber and Lyft Bill & Buy Ciena Stock - Free Lunch",0
2019-09-03,"Trading The Analysts' Color - View From The Quant Corner And Case For Johnson & Johnson, Apple, And Ciena Corporation",0
2019-07-30,Apple & Other Tech Giants Set to Beat Earnings This Season,1
2019-03-24,Apple Makes Its Video-Streaming Move (Stocks To Watch Podcast),0
2019-03-23,Stocks To Watch: Apple Makes Its Video-Streaming Move,0
2019-01-10,"Dow Jones, Nasdaq Erase Early Losses; 4 Clues Hint At Apple Stock Bottoming",-1
2019-01-04,Dow Jones Rips More Than 700 Points Higher; These Stocks May Beat Apple In 2019,1
2018-12-13,"Dow Jones, Stock Futures Strengthen; Apple Prepares To Expand",1
2018-11-20,"Dow Jones Futures: From Apple To Tesla, Five Reasons To Be In Cash Right Now",0
2018-11-05,"Apple Down, Fights To Keep This Key Level As These Sectors Attract Wall Street Money",0
2018-05-02,"Apple iPhone Demand Isn't Great, But iPhone Strategy Is",1
2017-08-31,Stocks Look To End Month On High Note; Apple Hits Another Record High,1
2017-03-22,"Futures: After Tepid Rally, Apple Is In Buy Range, This Top Group Is Hot",1
2016-09-03,"Investing Action Plan: Apple, iPhone 7 On Tap, Is Among Top Techs Near Buys",1
2016-09-02,"Week In Review: Apple Vs. EU, Hiring So-So, Auto Sales Fall, Salesforce Guides Low",-1
2016-01-14,"Apple, Facebook Data Center Capital Spending Eyed",0
2015-12-21,Apple Supplier Avago A Top Pick; BlackBerry PT Hiked,1
2015-02-18,"Soros Dumps Apple, Buys China",0
2012-12-13,"Clearwire, Ciena, RIM, Apple: Tech Premarket",0
2012-12-13,"Clearwire, Ciena, RIM, Apple: Tech Premarket",0
2012-11-08,Apple Economy's 'Fiscal Cliff' Saved by AT&T's Checkbook,0
2012-11-08,Apple Economy's 'Fiscal Cliff' Saved by AT&T's Checkbook,0
2012-03-07,"Stocks to Watch: Apple, GE, Children's Place (Update 1)",0
2012-03-07,"Stocks to Watch: Apple, Netflix, Pandora",0
2010-03-05,"Apple: Analysts' Upgrades, Downgrades",0
2010-03-04,"Cramer's 'Stop Trading': Apple, Wal-Mart",0
2012-04-05,"Apple, Visa, Other Stocks Hit 52-Week Highs Thursday",0
2020-02-06,"9—58 Wealth Management, LLC Buys Procter & Gamble Co, Cincinnati Financial Corp, Apple ...",0
2016-12-21,17% Pop On Apple Supplier Deal,0
2020-05-05,"Legacy Capital Partners, Inc. Buys Apple Inc, Colgate-Palmolive Co, Albemarle Corp, Sells ...",0
2020-02-01,Markets Grapple With GDP Impacts Of Coronavirus,0
2019-11-04,Swapping Apple For Apple - October Dividend Portfolio Update,0
2019-04-28,"Eyes On Apple, Uber, F8 And Avengers (Stocks To Watch Podcast)",0
2019-04-27,"Stocks To Watch: Eyes On Apple, Uber, F8 And Avengers",0
2019-04-27,"Stocks To Watch: Eyes On Apple, Uber, F8 And Avengers",0
2019-04-01,"Double-Digit Increases From Apple, Costco, Xilinx Among 14 Dividend Increases From Companies In April",1
2018-03-13,Road To Financial Independence: My February 88-Stock Portfolio Review With Big Apple Purchase,0
2017-12-15,"My Journey To Financial Independence: 86-Stock November Portfolio Update - Buying Apple, AbbVie And BMW",0
2017-07-25,"Lgt Capital Partners Ltd. Buys Dr Pepper Snapple Group Inc, UnitedHealth Group Inc, Starbucks ...",0
2016-08-21,"My Portfolio Update And Review Of 83 Stocks: Up 2 With Reynolds And Exelon, Down 1 With Apple",0
2019-11-04,Swapping Apple For Apple - October Dividend Portfolio Update,0
2018-10-09,How Do You Like Them Apples?,0
2017-12-15,"My Journey To Financial Independence: 86-Stock November Portfolio Update - Buying Apple, AbbVie And BMW",0
2016-09-28,2 New Equity REITs In My 85 Stock Portfolio: Apple Hospitality And Simon Property Group,0
2016-08-21,"My Portfolio Update And Review Of 83 Stocks: Up 2 With Reynolds And Exelon, Down 1 With Apple",0
2014-09-17,Should Dr. Pepper Snapple (DPS) & Chatham Lodging Trust (CLDT) Be in Your Growth & Income Portfolio - Video Blog,0
2016-12-22,Nokia Sues Apple for Patent Infringement in Europe & US,-1
2017-02-06,"Insiders Week: Microsoft, Apple, Trinet Group",0
2012-08-27,"Nasdaq Rises Slightly On Apple; S&P 500, Dow Fall Modestly",0
2016-12-21,17% Pop On Apple Supplier Deal,0
2016-09-21,Presenting Apple's First Car,0
2018-06-27,IBD Stock Of The Day: 'Apple Of Oil' Nears New Buy Point In Bullish Pattern,1
2018-05-04,The 'Apple Of Oil' Sees Bigger Dividend Lasting Through Oil Swings,1
2016-11-30,Stocks Near Lows As Oil Surges; Goldman Leads Dow But Apple Weighs,0
2016-11-01,"Watch Facebook, Alibaba, Apple, Fed: Wednesday Investing Action Plan",0
2016-09-13,"Acacia, Ambarella, Apple, Facebook Lead Wednesday's Investing Plan",0
2016-06-10,"Tesla, Schlumberger, Apple Supplier Skyworks Lead Insider Trades",0
2016-06-10,"Week In Review: Yellen Hits Brakes, Apple App-nomics, Tesla Safety Fears",0
2016-05-06,"Week In Review: Stocks Tested As Apple, Tesla, Under Armour Sell Off",0
2016-05-05,"Tesla, Apple Supplier PTs Hiked; Priceline PT Cut",1
2016-04-29,The Week In Review: Is Apple Still A Growth Enterprise? Is America?,0
2014-07-31,"Your Weekly Review: HDFC, Apple Face Selling Pressure",-1
2013-11-27,"Stocks Step Quietly Higher; Apple, Green Mountain Rising",1
2013-10-15,"Selling Picks Up The Pace; Synaptics, Apple Buck The Trend",1
2013-01-10,"Gamco's Howard Ward Discusses Investment Strategy, Talks About Apple, Amazon and Boeing",0
2012-02-29,"IBD Screen: Apple, Alexion Lead Top 5 Big Cap Leaders",1
2017-06-19,Technology Stocks Surge; Apple Leads Broad-Based Advance,1
2016-12-30,Top 10 Trends To Watch For 2017: From Trump To Apple's iPhone 8,0
2020-04-21,"Cordatus Wealth Management LLC Buys Apple Inc, Eli Lilly and Co, Netflix Inc, Sells Danaher ...",0
2020-03-18,"Thinking about trading options or stock in Apple, Clorox, Electronic Arts, Ligand ...",0
2019-04-26,"Old Point Trust & Financial Services N A Buys The Walt Disney Co, Apple Inc, CenturyLink ...",0
2019-02-04,"Dow Jones Today: Apple, Microsoft Lead Technology Rally; Adobe Breaks Out",0
2019-01-08,John And Jane's Taxable Account Dividend Increases And Income Tracker - The Apple Effect,0
2017-04-12,"Oakmont Partners LLC Buys Johnson & Johnson, Illinois Tool Works, Apple, Sells Spirit ...",0
2017-02-02,"Wellington Shields & Co., LLC Buys General Motors Co, Apple, CVS Health, Sells Philip ...",0
2016-08-21,"My Portfolio Update And Review Of 83 Stocks: Up 2 With Reynolds And Exelon, Down 1 With Apple",0
2016-05-03,"Stocks Deep In Red, But Apple, Pfizer Defy Sell-Off",-1
2012-03-29,RC Cola or Bleach With a 3.5% Dividend Yield? Dr. Pepper Snapple vs. Clorox,0
2011-08-30,'Fast Money' Recap: Can Amazon.com Take a Bite Out of Apple?,0
2019-11-04,Swapping Apple For Apple - October Dividend Portfolio Update,0
2019-09-08,"Apple, IPOs And German Auto (Stocks To Watch Podcast)",0
2019-09-07,"Stocks To Watch: Apple, IPOs And German Auto",0
2018-03-13,Road To Financial Independence: My February 88-Stock Portfolio Review With Big Apple Purchase,0
2017-12-15,"My Journey To Financial Independence: 86-Stock November Portfolio Update - Buying Apple, AbbVie And BMW",0
2017-03-06,Apple Chip Deal?,0
2016-10-31,Will Apple Take The Bite?,0
2019-09-08,"Apple, IPOs And German Auto (Stocks To Watch Podcast)",0
2019-09-07,"Stocks To Watch: Apple, IPOs And German Auto",0
2018-04-17,"Nasdaq Steps Up Gains, But Goldman, Apple Stocks Send Separate Signals",1
2017-05-17,"Dow Falls Hard On Weakness In Financials; FANG Stocks, Apple Sell Off",-1
2017-05-04,"Oil Stocks Plunge, Snap Looks Snappier; Time To Sell Apple? Or Hold Longer?",-1
2017-02-14,Stock Market Hits New High As Yellen Lifts Banks; What's Next For Apple?,0
2017-02-14,Stock Indexes Hang Tough: Apple Rises; Banks Up On Yellen Stance,1
2016-12-14,"Comerica, Casey's General Stores, Apple, Facebook and Twitter highlighted as Zacks Bull and Bear of the Day",0
2016-03-01,"From Apple Pay To Chip Cards, Vantiv Rides Changing Landscape",0
2013-01-16,Stocks Mixed on Earnings Caution; Apple Rebounds,-1
2012-04-26,JPMorgan: Apple of the Banking Sector,0
2012-04-26,JPMorgan: Apple of the Banking Sector,0
2011-07-20,"Apple, Goldman: New Targets, Estimates",0
2018-02-06,"Alpha Omega Wealth Management LLC Buys Capital One Financial Corp, Apple Hospitality REIT Inc, ...",0
2011-12-06,'Fast Money' Recap: Apple's Big iPhone Boost,1
2020-05-27,"Gotham Asset Management Trims Apple, Bristol-Meyers",0
2018-10-28,Apple Looks To Recharge Tech Sector (Stocks To Watch Podcast),0
2018-10-27,Apple Looks To Recharge Tech Sector,0
2019-11-08,"Pinnacle Associates Ltd Buys Apple Inc, Facebook Inc, CME Group Inc, Sells Array BioPharma Inc, ...",0
2019-09-15,"Houthis Cut Saudi Oil Supply, Who Wins? Hint: Not E&P Oil Names. Fintech Firesale, And Goldman Spoils Apple",0
2019-09-11,"China Bends, Bonds Bomb, Apple Shines, And We Are Going Back To Highs. Also, Let's Look At Inadvertent Upgrades",1
2019-05-14,"Renaissance Technologies LLC Buys Starbucks Corp, Celgene Corp, Vale SA, Sells Apple Inc, ...",0
2019-04-12,"Bach Investment Advisors Ltd Buys iShares Russell —………, Apple Inc, Bristol-Myers Squibb ...",0
2018-07-19,Apple Leads 5 Stocks Setting Up Breakouts From This Bullish Base,1
2018-01-18,Apple's Plan Will Have A Multiplier Effect - Cramer's Mad Money (1/17/18),0
2017-02-17,"Laffer Investments Buys Schlumberger, Medtronic PLC, Union Pacific, Sells Apple, Exxon Mobil, ...",0
2017-01-24,"First National Bank Of Omaha Buys Zoetis Inc, CME Group Inc, Dr Pepper Snapple Group Inc, Sells ...",0
2012-06-26,Apple Meets All Dow Criteria -- Except This Big One,1
2011-10-19,Apple Bull Call Strategy - Tactical Trading,0
2011-10-19,Apple Bull Call Strategy - Tactical Trading,0
2020-04-07,"CHICAGO TRUST Co NA Buys Apple Inc, Schlumberger, Canadian National Railway Co, Sells National ...",0
2019-09-08,"Apple, IPOs And German Auto (Stocks To Watch Podcast)",0
2019-09-07,"Stocks To Watch: Apple, IPOs And German Auto",0
2019-05-13,"Schwerin Boyle Capital Management Inc Buys Alphabet Inc, CarMax Inc, Apple Inc, Sells Coca-Cola ...",0
2019-01-08,John And Jane's Taxable Account Dividend Increases And Income Tracker - The Apple Effect,0
2016-11-27,"Apple, Amazon, Best Buy, Ulta Beauty: Stocks To Watch As Holidays Kick Off",0
2019-04-24,"Pwmco Llc Buys Apple Inc, Berkshire Hathaway Inc, OceanFirst Financial Corp, Sells Prosperity ...",0
2018-10-12,"Lawson Kroeker Investment Management Inc Buys CenturyLink Inc, Crimson Wine Group, Apple Inc, ...",0
2010-09-20,"52-Week Highs: Apple, Qwest, Baidu",0
2019-02-12,"The Zacks Analyst Blog Highlights: Ericsson, Cisco, Comtech, Verizon and Apple",0
2017-06-08,"Stocks Mixed; Can Apple Break Out Again, And Will Snap Hit New Lows?",-1
2017-07-31,Q2 Earnings From Apple,0
2017-07-31,"Q2 Earnings Continue, Apple Tomorrow",0
2019-10-30,"Dow Jones Today: Chips, Biotechs Boost Nasdaq Ahead Of Fed Rate News, Apple Earnings",1
2019-06-02,"Apple's WWDC, DuPont's Return And Tariff Anxiety (Stocks To Watch Podcast)",0
2019-06-01,"Stocks To Watch: Apple's WWDC, DuPont's Return And Tariff Anxiety",0
2019-03-29,"Stocks Find Footing: Lyft IPO, Apple Streaming, Boeing 737 Max, Lululemon Earnings Highlight Week",0
2019-03-26,Dow Jones Futures: Don't Catch A Falling Apple; These 4 Stocks Are Moving Late,0
2018-10-12,"Centene: This Fortune 500 Insurer Beats Apple, Amazon In Key Metric",1
2018-10-08,"Apple, Indexes Cut Losses As This Wall Street Gauge Expands Its Correction",-1
2018-07-31,Can Apple Save Us From this Tech Wreck?,-1
2018-04-06,"Centene, QIWI, Apple, Amazon and Alphabet highlighted as Zacks Bull and Bear of the Day",0
2017-09-13,"Stocks Open Mixed, Apple, Western Dive After Toshiba Agreement",0
2017-09-12,S&P 500 Futures: Apple Leads 5 Stocks Active In Late Trading,0
2017-07-26,"Eidelman Virant Capital Buys Ally Financial Inc, Apple Inc, Atento S. ...",0
2017-02-15,"Soros Goes For Facebook, Appaloosa Cuts Apple; Airlines Popular",0
2017-01-12,Wall Street Breakfast: Apple Sets Its Sights On Hollywood,0
2016-10-25,Wall Street Breakfast: Apple Earnings Take Center Stage,0
2016-01-22,Stocks Cap Week With Big Gains; Apple Rallies Ahead Of Earnings,1
2015-02-23,Nasdaq Climbs As Apple Stock Hits New High,1
2020-04-07,"CHICAGO TRUST Co NA Buys Apple Inc, Schlumberger, Canadian National Railway Co, Sells National ...",0
2019-08-01,"Top Research Reports for Apple, BP & Canadian National",0
2019-06-02,"Apple's WWDC, DuPont's Return And Tariff Anxiety (Stocks To Watch Podcast)",0
2019-06-01,"Stocks To Watch: Apple's WWDC, DuPont's Return And Tariff Anxiety",0
